Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
10/03/2026 17:37:37,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",103324,2073
10/03/2026 17:37:37,27/02/2026,EYES CLOSED,37,JISOO,15944,272
10/03/2026 17:37:37,27/02/2026,Không Thời Gian,38,Dương Domic,95838,1673
10/03/2026 17:37:37,27/02/2026,Không Buông,39,Hngle,170474,3433
10/03/2026 17:37:37,27/02/2026,The Fate of Ophelia,40,Taylor Swift,48610,823
10/03/2026 17:37:37,27/02/2026,Kho Báu,41,(S)TRONG,179626,5274
10/03/2026 17:37:37,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,114589,2751
10/03/2026 17:37:37,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,194274,4971
10/03/2026 17:37:37,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,123584,1714
10/03/2026 17:37:37,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20366,324
10/03/2026 17:37:37,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,37033,507
10/03/2026 17:37:37,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,88540,1212
10/03/2026 17:37:37,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,247811,6197
10/03/2026 17:37:37,27/02/2026,Khi 22,49,Ricky Star,34164,527
10/03/2026 17:37:37,27/02/2026,Golden,50,HUNTR/X,53891,175
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
11/03/2026 17:40:11,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,95089,2370
11/03/2026 17:40:11,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,53496,1023
11/03/2026 17:40:11,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,12933,350
11/03/2026 17:40:11,27/02/2026,Anh Tên Là,4,Anh Bằng,19885,359
11/03/2026 17:40:11,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,37630,660
11/03/2026 17:40:11,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,33867,688
11/03/2026 17:40:11,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,46219,1972
11/03/2026 17:40:11,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,9186,223
11/03/2026 17:40:11,27/02/2026,Ai Ngoài Anh,9,VSTRA,76671,1565
11/03/2026 17:40:11,27/02/2026,50 Năm Về Sau,10,F47,81590,2861
11/03/2026 17:40:11,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,18283,292
11/03/2026 17:40:11,27/02/2026,Dạo Này,12,Obito,41961,813
11/03/2026 17:40:11,27/02/2026,Gió Đưa Tình,13,Wren Evans,28731,489
11/03/2026 17:40:11,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",89107,1866
11/03/2026 17:40:11,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,27499,766
11/03/2026 17:40:11,27/02/2026,OVERDRIVE,16,TWS,9831,163
11/03/2026 17:40:11,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,17798,242
11/03/2026 17:40:11,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,14744,169
11/03/2026 17:40:11,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",22863,329
11/03/2026 17:40:11,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,138763,3533
11/03/2026 17:40:11,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",20256,298
11/03/2026 17:40:11,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,43751,686
11/03/2026 17:40:11,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,99855,2289
11/03/2026 17:40:11,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21128,305
11/03/2026 17:40:11,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,41637,496
11/03/2026 17:40:11,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,109373,2277
11/03/2026 17:40:11,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",90283,1767
11/03/2026 17:40:11,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,50535,867
11/03/2026 17:40:11,27/02/2026,GO!,29,CORTIS,38520,478
11/03/2026 17:40:11,27/02/2026,hello em có khỏe không,30,Dfoxie37,46657,738
11/03/2026 17:40:11,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,86593,1640
11/03/2026 17:40:11,27/02/2026,In Love,32,Low G,94007,1710
11/03/2026 17:40:11,27/02/2026,Người Đầu Tiên,33,Juky San,82845,1338
11/03/2026 17:40:11,27/02/2026,Panorama,34,Richie D. ICY,42074,684
11/03/2026 17:40:11,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,69568,1105
11/03/2026 17:40:11,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",103568,2075
11/03/2026 17:40:11,27/02/2026,EYES CLOSED,37,JISOO,15954,272
11/03/2026 17:40:11,27/02/2026,Không Thời Gian,38,Dương Domic,96159,1674
11/03/2026 17:40:11,27/02/2026,Không Buông,39,Hngle,171425,3454
11/03/2026 17:40:11,27/02/2026,The Fate of Ophelia,40,Taylor Swift,48808,827
11/03/2026 17:40:11,27/02/2026,Kho Báu,41,(S)TRONG,179940,5282
11/03/2026 17:40:11,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,114915,2758
11/03/2026 17:40:11,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,194691,4983
11/03/2026 17:40:11,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,123926,1717
11/03/2026 17:40:11,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20439,326
11/03/2026 17:40:11,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,37184,510
11/03/2026 17:40:11,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,88787,1212
11/03/2026 17:40:11,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,248081,6199
11/03/2026 17:40:11,27/02/2026,Khi 22,49,Ricky Star,34235,528
11/03/2026 17:40:11,27/02/2026,Golden,50,HUNTR/X,54004,178
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
12/03/2026 17:40:28,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,96102,2403
12/03/2026 17:40:28,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,54166,1030
12/03/2026 17:40:28,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,13299,357
12/03/2026 17:40:28,27/02/2026,Anh Tên Là,4,Anh Bằng,20414,369
12/03/2026 17:40:28,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,38845,681
12/03/2026 17:40:28,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,34247,690
12/03/2026 17:40:28,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,46437,1985
12/03/2026 17:40:28,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,9475,227
12/03/2026 17:40:28,27/02/2026,Ai Ngoài Anh,9,VSTRA,77287,1573
12/03/2026 17:40:28,27/02/2026,50 Năm Về Sau,10,F47,82846,2900
12/03/2026 17:40:28,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,18945,305
12/03/2026 17:40:28,27/02/2026,Dạo Này,12,Obito,42233,815
12/03/2026 17:40:28,27/02/2026,Gió Đưa Tình,13,Wren Evans,28930,492
12/03/2026 17:40:28,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",89484,1870
12/03/2026 17:40:28,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,27686,769
12/03/2026 17:40:28,27/02/2026,OVERDRIVE,16,TWS,9907,166
12/03/2026 17:40:28,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,18051,244
12/03/2026 17:40:28,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,14939,170
12/03/2026 17:40:28,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",23014,330
12/03/2026 17:40:28,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,139131,3541
12/03/2026 17:40:28,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",20366,300
12/03/2026 17:40:28,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,44151,691
12/03/2026 17:40:28,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,100183,2295
12/03/2026 17:40:28,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21154,306
12/03/2026 17:40:28,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,41888,498
12/03/2026 17:40:28,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,109778,2279
12/03/2026 17:40:28,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",90523,1772
12/03/2026 17:40:28,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,50939,874
12/03/2026 17:40:28,27/02/2026,GO!,29,CORTIS,38714,484
12/03/2026 17:40:28,27/02/2026,hello em có khỏe không,30,Dfoxie37,46958,739
12/03/2026 17:40:28,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,86964,1651
12/03/2026 17:40:28,27/02/2026,In Love,32,Low G,94477,1724
12/03/2026 17:40:28,27/02/2026,Người Đầu Tiên,33,Juky San,83148,1339
12/03/2026 17:40:28,27/02/2026,Panorama,34,Richie D. ICY,42227,686
12/03/2026 17:40:28,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,69884,1120
12/03/2026 17:40:28,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",103828,2079
12/03/2026 17:40:28,27/02/2026,EYES CLOSED,37,JISOO,15968,272
12/03/2026 17:40:28,27/02/2026,Không Thời Gian,38,Dương Domic,96487,1678
12/03/2026 17:40:28,27/02/2026,Không Buông,39,Hngle,172357,3473
12/03/2026 17:40:28,27/02/2026,The Fate of Ophelia,40,Taylor Swift,48999,828
12/03/2026 17:40:28,27/02/2026,Kho Báu,41,(S)TRONG,180265,5290
12/03/2026 17:40:28,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,115243,2758
12/03/2026 17:40:28,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,195086,4989
12/03/2026 17:40:28,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,124263,1722
12/03/2026 17:40:28,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20489,327
12/03/2026 17:40:28,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,37353,510
12/03/2026 17:40:28,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,89076,1214
12/03/2026 17:40:28,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,248370,6204
12/03/2026 17:40:28,27/02/2026,Khi 22,49,Ricky Star,34312,530
12/03/2026 17:40:28,27/02/2026,Golden,50,HUNTR/X,54107,179
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
13/03/2026 17:25:55,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,97055,2426
13/03/2026 17:25:55,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,54877,1042
13/03/2026 17:25:55,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,13634,365
13/03/2026 17:25:55,27/02/2026,Anh Tên Là,4,Anh Bằng,20898,385
13/03/2026 17:25:55,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,40033,704
13/03/2026 17:25:55,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,34596,698
13/03/2026 17:25:55,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,46661,1998
13/03/2026 17:25:55,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,9742,39
13/03/2026 17:25:55,27/02/2026,Ai Ngoài Anh,9,VSTRA,77890,1587
13/03/2026 17:25:55,27/02/2026,50 Năm Về Sau,10,F47,84212,2937
13/03/2026 17:25:55,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,19513,313
13/03/2026 17:25:55,27/02/2026,Dạo Này,12,Obito,42483,820
13/03/2026 17:25:55,27/02/2026,Gió Đưa Tình,13,Wren Evans,29123,496
13/03/2026 17:25:55,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",89866,1876
13/03/2026 17:25:55,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,27842,773
13/03/2026 17:25:55,27/02/2026,OVERDRIVE,16,TWS,10010,167
13/03/2026 17:25:55,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,18337,247
13/03/2026 17:25:55,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,15147,173
13/03/2026 17:25:55,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",23122,334
13/03/2026 17:25:55,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,139460,3546
13/03/2026 17:25:55,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",20476,302
13/03/2026 17:25:55,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,44607,701
13/03/2026 17:25:55,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,100555,2299
13/03/2026 17:25:55,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21178,307
13/03/2026 17:25:55,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,42140,503
13/03/2026 17:25:55,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,110166,2287
13/03/2026 17:25:55,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",90755,1774
13/03/2026 17:25:55,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,51340,880
13/03/2026 17:25:55,27/02/2026,GO!,29,CORTIS,38879,485
13/03/2026 17:25:55,27/02/2026,hello em có khỏe không,30,Dfoxie37,47219,744
13/03/2026 17:25:55,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,87335,1656
13/03/2026 17:25:55,27/02/2026,In Love,32,Low G,94944,1729
13/03/2026 17:25:55,27/02/2026,Người Đầu Tiên,33,Juky San,83412,1340
13/03/2026 17:25:55,27/02/2026,Panorama,34,Richie D. ICY,42387,690
13/03/2026 17:25:55,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,70165,1122
13/03/2026 17:25:55,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",104076,2084
13/03/2026 17:25:55,27/02/2026,EYES CLOSED,37,JISOO,15976,272
13/03/2026 17:25:55,27/02/2026,Không Thời Gian,38,Dương Domic,96816,1688
13/03/2026 17:25:55,27/02/2026,Không Buông,39,Hngle,173174,3494
13/03/2026 17:25:55,27/02/2026,The Fate of Ophelia,40,Taylor Swift,49191,829
13/03/2026 17:25:55,27/02/2026,Kho Báu,41,(S)TRONG,180535,5299
13/03/2026 17:25:55,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,115576,2762
13/03/2026 17:25:55,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,195473,5001
13/03/2026 17:25:55,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,124567,1724
13/03/2026 17:25:55,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20578,328
13/03/2026 17:25:55,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,37506,513
13/03/2026 17:25:55,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,89363,1217
13/03/2026 17:25:55,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,248657,6210
13/03/2026 17:25:55,27/02/2026,Khi 22,49,Ricky Star,34389,534
13/03/2026 17:25:55,27/02/2026,Golden,50,HUNTR/X,54219,179
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
14/03/2026 17:16:38,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,98011,2467
14/03/2026 17:16:38,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,55513,1060
14/03/2026 17:16:38,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,13992,372
14/03/2026 17:16:38,27/02/2026,Anh Tên Là,4,Anh Bằng,21415,402
14/03/2026 17:16:38,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,41194,714
14/03/2026 17:16:38,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,34923,709
14/03/2026 17:16:38,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,46869,2005
14/03/2026 17:16:38,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,10012,234
14/03/2026 17:16:38,27/02/2026,Ai Ngoài Anh,9,VSTRA,78416,1592
14/03/2026 17:16:38,27/02/2026,50 Năm Về Sau,10,F47,85755,2975
14/03/2026 17:16:38,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,20085,316
14/03/2026 17:16:38,27/02/2026,Dạo Này,12,Obito,42726,824
14/03/2026 17:16:38,27/02/2026,Gió Đưa Tình,13,Wren Evans,29336,504
14/03/2026 17:16:38,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",90232,1877
14/03/2026 17:16:38,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,27990,775
14/03/2026 17:16:38,27/02/2026,OVERDRIVE,16,TWS,10107,168
14/03/2026 17:16:38,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,18616,250
14/03/2026 17:16:38,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,15333,175
14/03/2026 17:16:38,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",23245,335
14/03/2026 17:16:38,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,139757,3551
14/03/2026 17:16:38,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",20593,306
14/03/2026 17:16:38,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,45015,710
14/03/2026 17:16:38,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,100918,2304
14/03/2026 17:16:38,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21208,307
14/03/2026 17:16:38,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,42341,508
14/03/2026 17:16:38,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,110561,2299
14/03/2026 17:16:38,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",90978,1780
14/03/2026 17:16:38,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,51718,889
14/03/2026 17:16:38,27/02/2026,GO!,29,CORTIS,39096,485
14/03/2026 17:16:38,27/02/2026,hello em có khỏe không,30,Dfoxie37,47442,748
14/03/2026 17:16:38,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,87696,1663
14/03/2026 17:16:38,27/02/2026,In Love,32,Low G,95389,1738
14/03/2026 17:16:38,27/02/2026,Người Đầu Tiên,33,Juky San,83684,1340
14/03/2026 17:16:38,27/02/2026,Panorama,34,Richie D. ICY,42537,693
14/03/2026 17:16:38,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,70433,1124
14/03/2026 17:16:38,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",104305,2087
14/03/2026 17:16:38,27/02/2026,EYES CLOSED,37,JISOO,15995,273
14/03/2026 17:16:38,27/02/2026,Không Thời Gian,38,Dương Domic,97105,1692
14/03/2026 17:16:38,27/02/2026,Không Buông,39,Hngle,174081,3527
14/03/2026 17:16:38,27/02/2026,The Fate of Ophelia,40,Taylor Swift,49425,830
14/03/2026 17:16:38,27/02/2026,Kho Báu,41,(S)TRONG,180803,5307
14/03/2026 17:16:38,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,115837,2766
14/03/2026 17:16:38,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,195824,5011
14/03/2026 17:16:38,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,124884,1731
14/03/2026 17:16:38,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20680,330
14/03/2026 17:16:38,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,37648,519
14/03/2026 17:16:38,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,89615,1218
14/03/2026 17:16:38,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,248926,6219
14/03/2026 17:16:38,27/02/2026,Khi 22,49,Ricky Star,34468,536
14/03/2026 17:16:38,27/02/2026,Golden,50,HUNTR/X,54337,181
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
15/03/2026 17:17:39,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,98982,2487
15/03/2026 17:17:39,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,56244,1072
15/03/2026 17:17:39,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,14322,381
15/03/2026 17:17:39,27/02/2026,Anh Tên Là,4,Anh Bằng,21986,414
15/03/2026 17:17:39,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,42406,726
15/03/2026 17:17:39,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,35272,714
15/03/2026 17:17:39,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,47100,2011
15/03/2026 17:17:39,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,10260,242
15/03/2026 17:17:39,27/02/2026,Ai Ngoài Anh,9,VSTRA,79058,1600
15/03/2026 17:17:39,27/02/2026,50 Năm Về Sau,10,F47,87270,3019
15/03/2026 17:17:39,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,20657,330
15/03/2026 17:17:39,27/02/2026,Dạo Này,12,Obito,43008,827
15/03/2026 17:17:39,27/02/2026,Gió Đưa Tình,13,Wren Evans,29554,505
15/03/2026 17:17:39,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",90628,1890
15/03/2026 17:17:39,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,28154,777
15/03/2026 17:17:39,27/02/2026,OVERDRIVE,16,TWS,10221,169
15/03/2026 17:17:39,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,18899,257
15/03/2026 17:17:39,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,15552,178
15/03/2026 17:17:39,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",23369,337
15/03/2026 17:17:39,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,140108,3561
15/03/2026 17:17:39,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",20714,306
15/03/2026 17:17:39,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,45470,713
15/03/2026 17:17:39,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,101311,2319
15/03/2026 17:17:39,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21216,310
15/03/2026 17:17:39,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,42592,509
15/03/2026 17:17:39,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,110997,2310
15/03/2026 17:17:39,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",91216,1781
15/03/2026 17:17:39,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,52148,896
15/03/2026 17:17:39,27/02/2026,GO!,29,CORTIS,39326,495
15/03/2026 17:17:39,27/02/2026,hello em có khỏe không,30,Dfoxie37,47743,753
15/03/2026 17:17:39,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,88101,1674
15/03/2026 17:17:39,27/02/2026,In Love,32,Low G,95880,1748
15/03/2026 17:17:39,27/02/2026,Người Đầu Tiên,33,Juky San,83931,1340
15/03/2026 17:17:39,27/02/2026,Panorama,34,Richie D. ICY,42704,698
15/03/2026 17:17:39,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,70742,1125
15/03/2026 17:17:39,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",104573,2088
15/03/2026 17:17:39,27/02/2026,EYES CLOSED,37,JISOO,16006,273
15/03/2026 17:17:39,27/02/2026,Không Thời Gian,38,Dương Domic,97446,1696
15/03/2026 17:17:39,27/02/2026,Không Buông,39,Hngle,174952,3561
15/03/2026 17:17:39,27/02/2026,The Fate of Ophelia,40,Taylor Swift,49653,832
15/03/2026 17:17:39,27/02/2026,Kho Báu,41,(S)TRONG,181119,5315
15/03/2026 17:17:39,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,116151,2771
15/03/2026 17:17:39,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,196168,5020
15/03/2026 17:17:39,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,125215,1734
15/03/2026 17:17:39,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20777,332
15/03/2026 17:17:39,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,37791,522
15/03/2026 17:17:39,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,89924,1223
15/03/2026 17:17:39,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,249228,6225
15/03/2026 17:17:39,27/02/2026,Khi 22,49,Ricky Star,34550,537
15/03/2026 17:17:39,27/02/2026,Golden,50,HUNTR/X,54460,181
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
16/03/2026 17:52:11,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,99806,2525
16/03/2026 17:52:11,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,56844,1083
16/03/2026 17:52:11,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,14622,387
16/03/2026 17:52:11,27/02/2026,Anh Tên Là,4,Anh Bằng,22456,427
